,Identifier.label,Identifier.RegionClass,Size.Area,Size.ConvexHullArea,Shape.Eccentricity,Shape.EquivalentDiameter,Shape.EulerNumber,Shape.Extent,Shape.MaxFeretDiameter,Size.FilledArea,Size.MajorAxisLength,Size.MinorAxisLength,Size.Perimeter,Shape.Solidity,Shape.FractalDimension,Shape.MinorMajorAxisRatio,Shape.Circularity,NuclearComposition.NormalizedPixelCount.CancerEpithelium,NuclearComposition.NormalizedPixelCount.NormalEpithelium,NuclearComposition.NormalizedPixelCount.StromalCellNOS,NuclearComposition.NormalizedPixelCount.TILsCell,NuclearComposition.NormalizedPixelCount.ActiveTILsCell,NuclearComposition.NormalizedPixelCount.UnknownOrAmbiguousCell,NuclearComposition.NormalizedPixelCount.BACKGROUND,Neighborhood.PixelCount.Surround-ALL.Distance-64,Neighborhood.Regions.NormalizedPixelCount.Surround-TUMOR.Distance-64,Neighborhood.Regions.NormalizedPixelCount.Surround-STROMA.Distance-64,Neighborhood.Regions.NormalizedPixelCount.Surround-TILS.Distance-64,Neighborhood.Regions.NormalizedPixelCount.Surround-JUNK.Distance-64,Neighborhood.Regions.NormalizedPixelCount.Surround-WHITE.Distance-64,Neighborhood.Nuclei.NormalizedPixelCount.Surround-CancerEpithelium.Distance-64,Neighborhood.Nuclei.NormalizedPixelCount.Surround-NormalEpithelium.Distance-64,Neighborhood.Nuclei.NormalizedPixelCount.Surround-StromalCellNOS.Distance-64,Neighborhood.Nuclei.NormalizedPixelCount.Surround-TILsCell.Distance-64,Neighborhood.Nuclei.NormalizedPixelCount.Surround-ActiveTILsCell.Distance-64,Neighborhood.Nuclei.NormalizedPixelCount.Surround-UnknownOrAmbiguousCell.Distance-64,Neighborhood.Nuclei.NormalizedPixelCount.Surround-BACKGROUND.Distance-64,Neighborhood.PixelCount.Surround-ALL.Distance-128,Neighborhood.Regions.NormalizedPixelCount.Surround-TUMOR.Distance-128,Neighborhood.Regions.NormalizedPixelCount.Surround-STROMA.Distance-128,Neighborhood.Regions.NormalizedPixelCount.Surround-TILS.Distance-128,Neighborhood.Regions.NormalizedPixelCount.Surround-JUNK.Distance-128,Neighborhood.Regions.NormalizedPixelCount.Surround-WHITE.Distance-128,Neighborhood.Nuclei.NormalizedPixelCount.Surround-CancerEpithelium.Distance-128,Neighborhood.Nuclei.NormalizedPixelCount.Surround-NormalEpithelium.Distance-128,Neighborhood.Nuclei.NormalizedPixelCount.Surround-StromalCellNOS.Distance-128,Neighborhood.Nuclei.NormalizedPixelCount.Surround-TILsCell.Distance-128,Neighborhood.Nuclei.NormalizedPixelCount.Surround-ActiveTILsCell.Distance-128,Neighborhood.Nuclei.NormalizedPixelCount.Surround-UnknownOrAmbiguousCell.Distance-128,Neighborhood.Nuclei.NormalizedPixelCount.Surround-BACKGROUND.Distance-128
TUMOR.36,36,TUMOR,17118,34816,0.7384721543193065,147.6323627351961,-1,0.33251748251748253,263.0589287593181,21855,251.55885097459426,169.62210167439198,1659.065150626205,0.49167049632352944,1.2598559537015501,0.6742839737788541,0.07815126358958197,0.25747901146978835,0.0,0.005498403689251507,0.0,0.0,0.0,0.7370225848409602,71731.0,0.07758151984497637,0.2778017872328561,0.0,0.007388716175712035,0.155107275794287,0.022737728457710056,0.0,0.007374775201795598,8.364584349862681e-05,0.0,0.00016729168699725362,0.5062525268015223,156952.0,0.11497782761608645,0.14006830113665325,0.0,0.004313420663642388,0.09848233854936542,0.03699220143738213,0.00024211223813650032,0.0037654824404913605,3.822824812681584e-05,0.0,0.00012105611906825016,0.3255645037973393
TUMOR.71,71,TUMOR,45904,59788,0.8025210494718609,241.75770527849346,-4,0.5210146983712616,383.40709435272584,52111,345.5875522056491,206.18576049134714,2186.95454429505,0.7677794875225797,1.2329080039823874,0.5966238053870991,0.12060932370050333,0.2810866379404624,0.0008311642861829874,0.006539950567597716,0.0,0.0,2.187274437323651e-05,0.7115203744613837,83292.0,0.19806223887047975,0.2948542477068626,8.40416846755991e-05,0.0047663641166018345,0.2716347308264899,0.06927436008260097,0.0007203572972194209,0.01898141478173174,0.0001920952792585122,0.0,0.00024011909907314027,0.6860322720069154,183116.0,0.27406671181109243,0.19939273465999693,4.368815395705454e-05,0.004532645973044409,0.19180737892920335,0.09752288167063501,0.001174119137595841,0.011309770855632496,0.00010922038489263636,0.0,0.00010922038489263636,0.5646257017409729
TUMOR.83,83,TUMOR,36450,39841,0.8298962576735396,215.42883141677365,0,0.6670204589539948,314.0143308831621,37596,299.99949200002345,167.37503774239622,1124.9331162702406,0.9148866745312617,1.099382183316214,0.5579177372153121,0.3619545104011416,0.27799439837443024,0.004365972870558515,0.008814322587731342,0.0001098357954857488,0.0,0.0,0.7087154703717942,64101.0,0.22693873730519024,0.3822561270495,0.0,0.0007176175098672408,0.3752359557573205,0.09027940281742874,0.0,0.02444579647743405,0.00015600380649287844,0.0,3.1200761298575686e-05,0.8785354362646448,152392.0,0.25512494094178173,0.27190403695732057,0.0,0.0016011339177909602,0.3985314189721245,0.09342353929340123,0.00013780250931807444,0.01807837681768072,0.00014436453357131608,0.0,0.0002952910913958738,0.8214866922148144
TUMOR.87,87,TUMOR,11461,12172,0.7011582872382954,120.79982790637452,1,0.6933454325468844,155.80115532305913,11461,144.11712600904855,102.75632503598861,475.9898987322333,0.9415872494249097,1.0342544830962703,0.713005649512723,0.6356775937465408,0.31916382401819293,0.0,0.013032449925653809,0.0,0.0,0.0,0.6678037260561532,39169.0,0.4155837524573004,0.39911664836988436,0.0001787127575378488,0.0023743266358599914,0.16816870484311572,0.15274834690699277,0.0028849345145395594,0.029487604993745052,0.00010212157573591361,0.0,0.0002297735454058056,0.8145472184635809,103725.0,0.5046324415521812,0.3142829597493372,7.712701855868884e-05,0.0017932031814895156,0.15436008676789587,0.18577970595324175,0.0020342251144854183,0.020535068691250904,0.00024102193299590263,0.0,0.00011569052783803326,0.7743070619426368
TUMOR.91,91,TUMOR,204796,263162,0.7270679048293717,510.6411321109791,-10,0.5672705113290123,746.1856337400231,210286,696.5630988022119,478.2362307522549,4782.010639674015,0.7782126598825059,1.2073173338377265,0.686565555331046,0.11254086731951106,0.30494384442899525,0.0013757380516415834,0.008327866284136419,4.895864952461151e-06,0.0,0.0003329188167673583,0.6850147365535069,173258.0,0.10466471966662434,0.44309065093675326,4.0402174791351623e-05,0.00488289141049764,0.22472843966800957,0.04052915305498159,6.348913181498113e-05,0.031248196331482528,0.00019623913470085075,0.0,0.0006695217536852556,0.717842754735712,341234.0,0.15540655386040078,0.32345545871747833,2.0513782331186224e-05,0.0027693606147101402,0.20810353012888516,0.058982985282826444,0.00031356781563384654,0.022447938950983782,0.00013187431498619715,0.0,0.00044837267095307033,0.6160171612441903
TUMOR.103,103,TUMOR,6380,6597,0.6115612195220983,90.12917560596202,1,0.7233560090702947,104.4030650891055,6380,101.5247715120263,80.32610632085671,314.24978336205567,0.9671062604214037,1.008878823871691,0.7911971149951471,0.8118589239681223,0.32006920415224915,0.0017301038062283738,0.008021390374331552,0.0,0.0,0.0,0.670179301667191,31499.0,0.3878535826534176,0.19997460236832915,0.0,0.0034921743547414205,0.3448045969713324,0.1464173465824312,0.0,0.019905393822026097,0.0,0.0,6.349407917711674e-05,0.7791993396615765,88695.0,0.43802920119510685,0.12475336828457072,0.0,0.0033598286261908787,0.22838942443204238,0.15930999492643327,6.764755623203112e-05,0.011218219741811827,0.0,0.0,2.254918541067704e-05,0.6306781667512261
TUMOR.107,107,TUMOR,32444,33261,0.457130150198177,203.24611629595194,1,0.8088755921216654,232.97424750388186,32444,218.0635240776033,193.9456573424796,757.4457428549489,0.9754366976338655,0.9888737557322209,0.8893998121091505,0.7106261726662998,0.3052992518703242,0.0,0.0029613466334164587,0.00012468827930174563,0.0,0.0003428927680798005,0.6912718204488778,56625.0,0.0682560706401766,0.40736423841059605,0.0,0.0016423841059602649,0.047417218543046355,0.024123620309050773,8.830022075055188e-05,0.01932008830022075,7.06401766004415e-05,0.0,7.06401766004415e-05,0.48517439293598236,138681.0,0.11835074739870638,0.306501972151917,0.0,0.0010095110361188627,0.07665073081388223,0.043401763759995965,0.0006345497941318566,0.01680114795826393,5.768634492107787e-05,0.0,0.00024516696591458096,0.44417764509918445
TUMOR.112,112,TUMOR,47094,60297,0.893585343007337,244.8712786746493,-1,0.5714043048848553,407.4125673073917,48263,401.92591842013826,180.42186977251856,2011.9818895055196,0.7810338822827007,1.1548224759277566,0.44889334452903157,0.146193246024783,0.2818639423995922,0.0020814306649958583,0.002527451521780685,8.495635367330034e-05,0.0,0.000254869061019901,0.7131873499989381,84637.0,0.08104020700166593,0.7047036166215721,0.0,0.0017368290463981473,0.20636364710469415,0.029443387643701927,0.0006262036697898082,0.037654926332455076,4.7260654323759114e-05,0.0,0.0004844217068185309,0.9317437999929109,188069.0,0.22297135625754377,0.5999872387262122,9.03923559970011e-05,0.0020418038060499074,0.15989876056128335,0.0830333547793629,0.0006327464919790077,0.03316867745348782,0.0002020535016403554,0.0,0.0004094242006922991,0.8779596850092254
TUMOR.114,114,TUMOR,60263,80133,0.7483568509760424,277.0004236176817,-3,0.5342464539007092,401.19945164469004,62482,381.74037723099667,253.2069918648631,2224.243866176395,0.7520372380916726,1.211464984177242,0.6632963316627203,0.15307201835259457,0.2837756332931242,0.00028481436804717866,0.005863825224500737,0.0,0.0,5.0261359067149175e-05,0.7100254657552607,92353.0,0.10497764014163048,0.4648684937143352,1.0828018580879886e-05,0.0019706993817201392,0.20042662393208666,0.0355267289638669,0.0004222927246543155,0.034292334845646595,0.0006280250776910333,0.0,0.0008662414864703908,0.7096791658094486,202520.0,0.19626703535453288,0.39136875370333796,4.937783922575548e-06,0.001747975508591744,0.16280861149516096,0.07075350582658503,0.0003160181710448351,0.026071499111198895,0.000360458226348015,0.0,0.0005234050957930081,0.6599298834682994
TUMOR.141,141,TUMOR,36191,44927,0.4860337177943565,214.66208878959105,-1,0.6321572052401747,257.38881094561975,44172,271.5449205096781,237.31398360934384,1636.1778489984129,0.8055512275469094,1.266980965873597,0.8739400581086758,0.16988280759649407,0.28953118517494125,0.0,0.008546535748859078,0.0,0.0,0.0,0.7019222790761998,69364.0,0.13514214866501356,0.39488783807162214,0.0,0.0005334179113084597,0.3835995617323107,0.04743094400553601,0.00011533360244507237,0.025950060550141284,0.0002739173058070469,0.0,0.00014416700305634048,0.8476154777694481,156259.0,0.24917604745966632,0.3161289909701201,0.0007935542912728227,0.0011455340172406069,0.26287765824688497,0.09308263844002586,0.00011519336486218394,0.018904511100160632,0.0004991712477361304,2.5598525524929764e-05,0.0002815837807742274,0.7253150218547412
